,low_comment_False
1158,"진짜 지들 입맛대로네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
미래에서 왔는데 충분히 설득력있고 처음부터 계획된 각본이라는 느낌을 버릴수가 없다.
비서가 김민혁 대역을 했다는거야 최근화 몇화만 봐도 알수있고, 무엇보다 지금까지 김민혁의 악행만 봐왔지
그 중심에 있는 목적의식이라곤 찾아 볼 수가 없음.
대표적인게 주인공에 대한 집착.
이런 상황에서 김민혁 죽이고 끝내는건
비서와의 최후의 대화와 김민혁의 목표의식이라는
떡밥을 회수 하지 않고 버리는거임.
스포하자면, 위 두가지 대답이 향후 두화에서 정리됨.
스포랄것도 없지만. 진짜 물타기 너무 짜증나서 몇자 씁니다."
1159,거 작가가 가츠 까먹었다고 하던데 싸인회에서 가츠 그려주세요 그랬더니 누군지 몰라했다고  
1160,한번도 웹툰보면서 짜증난적없는데 정말 더게이머 보면 짜증납니다. 특히 오늘은 더 심하네요. 주인공이 던전입구들어가는게 1주분입니까? 매번 이런식임..일요 웹툰에 비슷한 웹툰있는데 전개속도며 분량이며 비교가 안됩니다. 스킬소개랑 던전소개로 분량 끌지마세요.
1161,다음주 스포: 일표랑 대위쪽 싸우는거 지난주꺼 복붙하고 약간 장면 추가해서 보여주다가 일표 밀리니까 6천계주인 소환하는거 보여주는게 내용의 절반이다
1162,저거 이타치랑 사스케 아니냐ㅋㅋㅋ
1163,기:기다려봐  안:안돼겠다그냥자라
1164,"참 어이없는게 전파상 단편들은 어느정도 내용 보면서 추측이 됬는데 이건 1편부터 3편까지 나온 내용들로 뭘 위반 했는지 찾았는데 마지막에 와서는 TV 채널이네
이게 반전 있는건지 그냥 아무 생각 없이 봐야하는건지 모르겠다 ㅋㅋ"
1165,"반장 알려달라고꼽살낄때 그냥스크롤내려서 1점줌
존나꼴뵈기싫네"
1166,눈빼간범인은 따로있네 저눈은 진짜 휴가나가서  이식받은거고 이때까지 헛수고했고 진짜 범인찾아야하네
1167,"애들아 부당한대우를 받고있다면 권시연을 그려달라고했는데
이번화 시작부터 권시연이 나와버렸다 눈치좀 채주자"
1168,4화전에 북쪽으로 10km떨어진 곳이라고 했는데 아직도 날고 있군요. 한달 동안 10km를 못 나는 걸 보아하니 레비테이션이 가장 쓸모없는 능력임이 판명났습니다.
1169,이새끼들 휴재때하고 평소하고 반응이너무다른데??
1170,"악플러들이 주장하는것 :  1. 디시에 자기 작품을 ㅈ게이머라고 비하 했다. 2. 소설내에 운지 드립을 했다.   3. 상아작가에게 콘티를 주지 않았다. 4. 그럼에도 상아작가와 6:4 계약을했다. 5.나무위키에 위내용이있다. || 실제 사실 : 1. 성상영작가가 간경화로 응급실 실려갔을때라 작성불가능한 시간에 작성됨, 해당닉네임이 계약내용이라고 게시한 글 계약내용은 성상영6 상아4 실제 계약내용과 많이 다름 [사칭] 2. 링크 이미지는 누구나수정가능한 공개뷰어로 불법텍스트본을 보는 이미지이고 내용이 써있다고 주장한게 카카오페이지기준으로는 더게이머판타지아 1권-9화 20페이지인데 그런내용없음 [결론 유언비어] 3. 콘티를 줬다고 블로그에서 밝힘 [결론 유언비어] 4. 블로그에서 실제 계약내용은  상아작가8 성상영작가2 이고 이2의 수입도 성상영작가 회사와 회사차원에 매니지먼트 계약한것이라 온전한 성상영작가 수입도 아님 [결론 유언비어] 5.나무위키는 누구나수정가능함.[신빙성없음]"
1171,"분량은 평소랑 같은데 왤케 짧아보이지? 
이상해서 다시봤는데 분량은 평소랑 같음
근데 다시봐도 다보는데 1분도 안걸림 ㅋㅋㅋㅋㅋㅋ"
1172,이것도 카이든한테 핵떨구고 완결인가요?
1173,반장 인벤토리에넣어놓으면안됌?
1174,별점 진짜 왜이래.. ㅠㅠ
1175,스토리를 너무 질질 끄는거 같은데..
1176,"실타령 벌써4주째인듯 나오기만하면 대체 저실은뭐지?? 저실은뭐야 이러고자빠짐
차라리 웹툰부제를 4주간 -실타령 으로고치지"
1177,"미오가 정석순이랑 똑같은짓 하더니(선의로 다가와준 은인을 배신한것 : 석순이 미오에게, 미오가 지은에게) 똑같은 결말을 맞이함"
1178,"이로써 확실해졌네요. 유미라는 발암캐 였습니다.
유미라를 초반에 죽여야 스토리가 막힘이 없었는데.
막장과 고구마를 좋아하는 작가님께서,
스토리에 막힘을 주도하셔서,
지금 저희가 물없이 고구마 1000개를 먹는 기분이 드는 것입니다. 그 증거가 바로 별점입니다."
1179,"ㄷㄷ 마노아의 밥상을 알고계신분들은 대체...
반성합니다... 다시 정주행 하고 오겠습니다..."
1180,와 이걸 고산때매 본인을 희생하네
1181,"바비놈 진짜,,연애도중 흔들린 지보다 열몇살 어린애랑 결혼한 것부터 진짜 회복할수없다ㅋㅋㅋㅋㅋ"
1182,그래서 어떻게 배신했는데...
1183,어쨋든 다시 하이스쿨이 되었다
1184,답답하게 끄네 진짜
1185,"제목부터 호구왕
다음화에 해무 화나서 메이드 없앨려고하다가 아람이가 막아서고 해무도 어쩔수가 없어서 메이드들 처분은 경고식으로 미루고 메이드들은 더 날뛰게되겠지. 
근데 이번화 보면 천수보살이 아람이가 메이드를 친구로 생각하지만 메이드들은 그렇게 생각안하고 있음.
이번 해무한테서 구해준걸로 메이드들도 아람이를 이용하지 않고 친해지는 계기가 될수도"
1186,"어? 저런게 가능하다고? 저도 할래요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
"
1187,아니 신발을 다른걸 신고 가야지... 여주 설정이 너무 멍청한데?
1188,"개소오름 
제발
이전화에 나온 그림좀 쓰지마요
이럴거면 쿠키 50%할인해주던지"
1189,존나 재미없네 
1190,권태영 1분 14초에서 소름 돋았다 진심
1191,오 뭔가 왜 갑자기 급 흥미롭지ㅋㅋㅋㅋ 다음화 기대된다
1192,"4대 보험...다 나오려면 4달 걸리려나
언니 저 맘에 안들죠?"
1193,지금까지 봤던 주인공들 중 가장 최악
1194,"동태는 솔로로 끝나지 않을까요? 아직까지도 미오랑 은주를 비교하지 싫다고 하는 모습을 보면 미오든 은주든 한명의 연인이 될 자격이 없다고 생각합니다. 미오가 동태가 암만 좋아해도 다른 여자랑 동등하게 취급 받는데 사귀어선 안되는 거임... 은주도 동태한테 맘 없는듯한 모습 계속 보여줬으니까요. 
예전 빵셔틀 모습때의 동태를 보면 솔로로 끝나는게 안타깝긴 하지만 미오랑 은주중 한명을 선택하지 못하는 이상은 솔로로 끝날 것 같다는 생각이 깊게 듭니다"
1195,독도는왜 지도에서 빼셨나요
1196,오늘도 ㄱㄴㄷㄹ 전부 목치기로...잠깐 공자가 근처에있는데 제자둘을죽였어...?믓시엘..무한대들..
1197,아무리 만화라지만 미성년자가 대출전단지보고 바로 장기팔러간다는게 말이되냐..
1198,피라미드는 무덤이 아니죠~다단계죠~ㅡㅅㅡ
1199,광견이 아니라 충견이었던 거임 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1200,팩트)동재앙이 3번째 후보라고 하면 ㅈ망이다
1201,꽃 잡으려는 손만 봐도 안보고 그리는게 티가 남.. 저대로 손 쥐어보면 저 모양 안나옴... 수십화째 지작당해도 물타기란 반응밖에 없음
1202,지호 그냥 빵 들어가서 김기명한테 쳐맞는 스토리 안되나
1203,아니 민호 이중인격자야? 성격을 종잡을 수가 없네 진짜 ㅋㅋㅋㅋ
1204,친구 개 맘에 안들어
1205,진짜 너무한거 아니냐 댓글 ㅋㅋ 전개 느리다고 선을 넘는 욕을 하네;;
1206,술취한 내가 봐도 채색 디테일 에바다
1207,"지구자전소리ㅇㅈㄹ ㅋㅋㅋ
소리를 전달할 매개체가 없어서 소리가 안나는건데ㅋㅋㅋ"
1208,작가님 : 미오 못잃어 미오몽 끝까지 가겠다.
1209,아니 주인공 바보냐 그걸 또 바로 지우면 어떡해
1210,빡머가리들은 난독증이라 베댓에 있는 글 이해 못함. 가진건 200원뿐인데 갑질은 더럽게 잘해
1211,진짜 신기한게 손제호 같은 3류작가를 그림작가님의 손으로  작품이 살아나네;;
1212,아니 저기 대학 잘생긴 놈이 민호뿐이야? 세상에 남자가 민호 하나냐고... 오수 마음은 이해하겠는데 그렇게 자기 자신 갉아먹으면서 얻는 게 무슨 의미가 있을까.. 어울리지 않는 옷을 입고 웃는게 행복할까 과연 빨리 깨닳았음 좋겠다 진짜...
1213,미친 전에 다 10점 줬었다고 주고싶어도 못준다고
1214,크... 지은누님이 발암커플에 항암제 투여했는데 약빨 약했는지 살아있네
1215,이렇게 포기하시게 되셨으면 적어도 사과글하나라도 올려주시길 바랬는데...
1216,내용 산으로 가는거 맞음. 수정이 찾으러 간다면서 멍때리던 형석새끼는 왜 저기가서 공연 본다고 서있는데 ㅋㅋㅋㅋㅋㅋ 그리고 DG는 형석이 몸에 GPS달아놈???ㅋㅋㅋㅋㅋ 잘도 알겠다 개뜬금포 마지막에 콘서트 내용없고 이번 에피 빨리 마무리 하는게 나은데 그려놓은게 겁나 많나봄..ㅋㅋ;;
1217,내용이 좀 뭔가 산만하다 해야하나..
1218,보배만 나쁜 애 만들기
1219,"주인공:싫어
반장:유감"
1220,"당당해질 때 까지 그 여자가 기다려 준댜? ㅋㅋㅋㅋ
니꺼여? ㅋㅋㅋ
지 자신한테 자신감 1도 없는 남주가 뭐 믿고 그 여자가 기다려 줄거란 생각을 하지?
남자 쫌만 꼬여도 뒷담화 까던 쫌생이가 갑자기 대인배가 됐네
고백은 대학가면 하고
프로포즈하려면 노벨상이라도 따야할 듯 ㅋㅋㅋㅋ
진짜 어거지로 질질끄는거 개짜증남
동원이 아영이 스토리 사이에 자꾸 다른 스토리 끼워넣는 것도 짜증났었는데 본 스토리에서도 이러고 있네
아영이가 좋아하는 남자 주려고 만든 쿠키 딴 남자한테 홀랑 주는거 개웃기던데 나도 이제 쿠키 딴 작가한테 줌"
1221,그럼 그동안 날 거지고 놀았던 거구나...고작 정시엘 몇개 던져주면서...
1222,최현이 분위기전환을 시켰다지만 동태미오후가 너무 많이 나와서 이번화는 골목에피소드때보다 재미가 없넹.. 패널티 공개 한다는것도 뭉뚱그려져서 잘 와닿지가 않음
1223,"애들이 저지경이 되도록 싸우는데 부모들은 뭐하는겨 ㄷㄷ? 동태도 분명 엄마 있었던걸로 아는데 미오도 그렇고 ㅋ 은주는 부잣집 아가씨인데 찾는 사람이 없엉 
지은이 가족들은 딸이 리벤지 포르노 당했는데 위로는 커녕 소식도 없는게 ㅋㅋㅋ 그거 당했다고 딸 버림?"
1224,저 말은 내게 던져볼만한 말이다. 미래의 내가 '날 선택해줘서 고마워' 라고 할 길을 선택할수있을까?
1225,이분은 웹툰접고 방송하셔야 되는거 아닌가 둘다 어중간히 챙기려니 이사단이나지
1226,여주 인성 쓰레기다 사람 납치해놓고 동료의식?
1227,"솔직하게 창주는 ㄹㅇ 좋은친구 아니냐? 세계관에서 재계 인사의 장남이면서도 자기 집안 내세우지도 않고 기명이 엄마한테도 겁나게 싹싹하게 하고, 친구가 죽을때 실신까지 했잖아. 솔직하게 울다 실신할 정도면 엄청난건데"
1228,양형 언제나 형의 작품을 좋아하는 독자들이 있다는점을 알아줬으면 좋겠어 그렇다고 양형을 좋아하는건 아니야 내가 좋아하는 양형의 작품들을 끝맺지 못했거든... 
1229,"1.다이어트 지식 1도 없음 (음식무게랑 지 몸무게 구별도못함)
2.노력 1도 안함(운동 안하면서 다이어트 할거면서 제대로 식단관리 안함)
3.끈기 1도 없음
4.인성 ㅆㄹㄱ라 지 잘못 뭔지도 모름
지가 다이어트한다고 광고질 해놓고 잘되냐고 물어보면 인성질"
1230,밸붕이 이렇게 허무하게 ...이건 쿠키에 대한 예의가 아닌듯 
1231,어느시대인데 남자가 주방들어가면 안되나요
1232,쟤는 목숨 위험한 와중에 마스크 신경 쓰는게 더 불쌍하다.. 트라우마가 장난이 아닌듯
1233,"동태가 누군가와 이어질거라 생각하시는분들은 포기하셈 ㅋㅋ 얼마전에 미오와 은주 둘 다 동등하게 소중하다고 한 이상 한쪽이랑 이어지는 것도 이상함 
미오랑 사귄지 100회가 넘고 연재상 3년 가까이 됐음에도 아직까지 미오=은주라는건 이 마음 절대 안바뀔거임 240회까지 동등하던 마음이 이제와서 한쪽으로 쏠리는일 없을듯 동태는 커플 없을 확률 높네"
1234,대근이냐
1235,불을꺼야 잠이오지않을까? 작가님아 유나방  불꺼줘요
1236,요즘 신작들 왜 다 비슷비슷한 느낌이지
1237,500m남았는데 이걸옆을본다고?ㅋㅋㅋㅋ
1238,엘vs고산 이게 아니라 가이린vs아슬린 이게 정답이네
1239,이대로가면망해효
1240,에필로그 뭔데
1241,"동태미오 커플은 그냥 없어도 되는 전개 아니냐? 다이스의 본질을 꽤뚫는 질문도 없고 심각한 갈등도 없고 걍 미오 혼자서 난 만족함 ㅅㄱ 이러고 있는거같은데
저런거로 분량 끌지 말고 진짜 휴제 한번 팍 하고 화려하게 마무리 짓는게 나을듯"
1242,진짜총인데 일부러 안쏜듯
1243,"누가 저 감동적인 ""살아라 친구야"" 도 언급해줘. 냉정하기 짝이 없는 덴마세계관에서 몇 없는 트루 우정.."
1244,진도가 나가지가 않어..
1245,근데 베댓말 팩트이긴함 그림작가 말고 글작가가 뭐하는지 모르겠음 개연성 일도없고 그냥 영혼의 흐름대로 흐르는데다 끝내는 부분도 이상함. 떡밥도 없고 그냥 써놓고 까먹었다가 어쩌다 한번 생각나면 쓰는 그런 레파토리의 반복임; 더게이머 스킬중 한번쓰고 안쓴게 한두개가 아님. 떡밥회수도 잘 안되고. 격투신도 아무 의미없는 신들도 많고... 아예 소설이나 글에대한 개념이 없는것 같은데 글도 공부가 필요하다는걸 알았으면 좋을텐데.
1246,"두번째 베댓.
오수가 자존감이 낮아서 선 그은거아니에요.
이전꺼부터 쭉 보신건가요?
지훈이 키도 작고 어쩌고 저쩌고~~
그냥 자기맘에 안차니 갖기는 싫고, 남주자니 아깝고
계속 자기를 좋아해줬으면 싶고
누군가 나를 좋아해주면 자존감도 올라가고 기분 좋으니까 그걸 유지하려고 어장펼치는데
지훈이가 어장에서 나갈라고 하니 '아니 내가 있는데??' 가 되는거에요.
한마디로 오수 어장질 하고 있는거 맞음."
