,high_comment_False
637,"이게 그 떡밥이었구나..... 보라 아빠 입원했을때 핀트가 어긋났대서 어딘가 했는데
기댈 수 있는 사람<이거듣고 집착하는 유정이었던거임 ㄱㅇㄱ
먼가 가끔 이상할때 있었는데 이게 이거였구나....  난 그냥  '걱정해주는데 왜 이상하지??' 했는데 설이는 은연중 느끼고 있던거구나 진짜 예민하네..."
638,때린 이유가 궁금하여 여기까지 단숨에 질렀는데 왜 이유를 말해주지 않는 것이오
639,왜난 마지막 설이 표정에 눈물이 나지...모르겠다.. 하다하다포기하는 저기분을 ...아
640,여러분 그거알죠 유연이가 바름이에 대한 감정에 확신을 가진게 영화관이라는거 ... 
641,독백만 싸그리 모아다가 책 내도 베스트셀러 될 것 같은데요 작가님!
642,인호 불쌍해... 정이랑 틀어지고 나서 첨으로 맘 연 게 설이네 가족인데... 이렇게 억지로 멀어져야 된다는 게 너무 안타깝다ㅠㅠㅠㅠ
643,인호야...관심없구나 나한테는 이라니..... 인호야...ㅠㅠㅠㅠ
644,아씨..이무기 너무 좋잖아여 진짜 부끄러워하는거 넘 좋자나여ㅜㅜㅜㅜㅜ아 내심장ㅠㅠ
645,덩일 흔들어바
646,왕위를 위해서 군사적으로 중요한 요지를 넘기다는 건 진짜 무능한 것같은데..
647,그래서 우락이랑 깡민이랑 언제 사귄다구요..??
648,인호가 저렇게 안고 가는 이유는 인하에 대한 죄책감이자 하나밖에없는 가족이라는 것때문지..서럽게 우는 모습에서 인호가 정이를 얼마나 좋아했는지가 느껴진다 결국 본인이 정이를 다 알고있다고 자만하고 대화를 해보려하지않았던..그 편견에 갇혀 시간을 흘려보낸것..그럼에도 누나를 차마 버릴 수없는 것ㅜㅜㅠ아 이 화의 인호는 너무 짠하다
649,아 잠만 히아 점점 체르타 닮아가...ㅎㅎ 조금 무섭다 주변 사람 영향 제일 많이 받는 섬세한 사람 그것이 바로 히아센이다
650,미친 명대사 보소
651,여러분 강건이라는 형의 웃는 컷이 한컷 있는데 이게 비슷한걸 본적이있는데 바로 초록눈을 가진 검은인간 즉 지배당한 강남입니다. 강남이가 통제를 못하고 지배당했을때 강남이의 눈이 초록눈으로변하고 게속 웃는데 웃는모습이 강남의 형 즉 강건 이랑 똑같다는걸 알수가있습니다. 그리고 마지막컷쯤에 할아버지가 억울한 죽음을... 하시면서 대사를 하시는데 강건은 억울하게 죽음을 당한거고 이로인해 강건은 강남의 몸을 원하게됩니다. 강남의 몸을 지배하고 만약 강남이 죽음을 당하면 강남은 죽고 강건이 그 강남의 몬을 차지하게되는거죠. 그리고 인간화되면 깜장이도 통제를 절대적으로 못하게되니 아직 지배당하고있을때마다 깜장이가 큣 하고 나와서 도와주는걸수도 있습니다. 그리고 깜낭이의 정체를 긍금하 하시는데요 깜장이는 저도 모르겠습니다
652,"헐 D급은 대학가는것도 제한되있나?
진짜 미친 세상이네"
653,한심하면서도 무섭고 무서우면서도 우스운 거 진짜 공감
654,설이 손목에 무슨 원한있나 다들 손목을 못 부러뜨려서 안달이야..
655,친절에 의존하지 말라는게 엄청 위협적인게 쟤가 결계자기몸에만 둘러도 각인8개짜리 칼조차 상처하나 못냅니다 결계를 이용한 전투방식은 커어운 도련님만 봐도 결계의 사용방식과 술자의 레벨에따라 차원이 다른걸 알수있죠 폭력과 다치는걸 싫어하는 추국이가 저리 진지하게.나오는거 보면 사실상 저기있는 얘들은 순신각에 몰살 당합니다 얘가 너무 착해서 문제지만요
656,치킨? 미안해서 치킨을 사왔는데 뭐요? 제발 그런 말로 가정폭력을 가벼워 보이게 만들지 말아주세요.
657,밤이 길면 사람이 살지 못한다는건 아마도 란의 상황을 가리키는 것 같은데... 또 사망플래그같아서 슬프다ㅠㅠ 아들 연락도 안받고 어디 갔다는게 차라리 쉬러 간거였으면 좋겠다
658,"진짜... 치트 저 지경까지 만들어놓고 계속 선배님이라고 부르기는 한다...
여러분 이게 짝사랑의 포기입니다. 그렇지만 용사님이 해내신다면 다시 그의 짝사랑은 시작될 것입니다.
우리모두 치트의 짝사랑이 이루어지도록 도웁시다."
659,노랑 아니 보라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 모나야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
660,방 2개짜리로 옮기자는거 보면 어시비를 꽤 많이 받나본데 차라리 그 돈을 적금 들어서 나중에 필요할 때 쓰는게 낫지 않나..
661,고위험마나군도 아니라고 생각했지만 고위험마나군 맞단다.
662,여러분 아마도 예상하는데 예고편에 나온 민우가 다리하나 부신다고 했잖아요 청송교도소 다 석방?시키고 현금300억 가지고 오라는데 아마도 릴리아가 있는 교도소가 청송교도소 인것 같네요.. 머리도 흰색이기도 하고... 300억은 왜인지 모르겠지만 수능 점수? 그것으로 보아 지금은 아니고 지금 있는 문제를 해결한 다음에 릴리아를 석방시키려는 것 같습니다... 제 추측임ㅎ
663,건우의 빡침포인트: 쓸데없는 곳에서 자존심 상할때
664,이제 바름이가 유연이 신경쓰기 시작했나보다ㅜㅜㅜㅠ
665,"무ㅓ여 설이 23살밖에 안됐어??
분명 언니었는데 언제 이렇게 동생이 된거여"
666,건우 동생도 아니고 아들이었어래ㅋㅋㅋ
667,헐 대박 작가님 바뀐 다른그림체의 은비도 뭔가 신기하네요 초반부 독자로써 뿌듯하기도 하고 새롭기도 하네요 ㅎㅎㅎ
668,찐다정이 6화에 나온 담록원 프로필에 체력이랑 사고력이 다른 수치에 비해 낮다고했는데 오늘편 보니까 체력도 만렙찍은듯
669,인하가 왜 꽃뱀이냐 니가 좋아서 사준거면서 참나ㅋㅋㅋㅋ헤어지자니까 꽃뱀 취급에 폭력까지..가지가지한다..어렸을때는 진짜 인하가 잘못한건줄 알았지..커서 보니깐 아니네
670,인하 트라우마 남아서 몸에 손대는 거 싫어하는 거.. ㅠㅠ
671,저딴 인성으로 프로해봤자 팀원이랑 불화 생기고 논란나고 시청자들한테 몰매맞음 해외에서 뛰는게 답ㅋㅋ
672,아무것도 없었던 홍련에게 도운이라는 '잃을 것'이 생김. 처음으로  '뺏기지 않겠다.' 라는 마음이 생김으로서 각성이 될 거임
673,관종게이짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
674,"저 공도 완전물질 인듯
 절대 안터짐"
675,ㅋㅋㅋㅋㅋ왜 나만보면 토하녜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
676,히아가 부모님 언급하는데 란 있을때마다 맘 찢어짐ㅠㅠㅠ 그리고 란 요술봉 같은거 왜 들고 온거야ㅠㅜ안돼 벌써 불안해
677,미쳤나봐;; 진짜  저정도 사생이면 범죄야..
678,이다영 괜히 지 남친이 설이한테 찝적거린 과거가 있어서 설이한테 저러는 거임. 본인도 설이 잘못 아닌 거 알면서.
679,사실 암주 목의 상처는 복아가 냈는데 그걸 도련님인 명영덕에 나은게 아이러니하네요 ㅋㅋ
680,화해 못한다고 대못 박혔어ㅠ
681,텐 얼굴 문신은?
682,"싸대기 오지게 때린 후 ""이리 와"" 할 때
'말빨로 마무리 조지는구나!' 했는데
죽빵 더때리고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

죽빵 다때리고 테이프로 말길래
'다팼구나' 했는데
발로 더때리네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
683,담주에도 단아는 새사랑을 찾지 못할 각 이라고 한다...
684,나는 화가 난 거지 불쌍한 게 아니라고.. 우리 호선이 왜케 짠해..ㅠㅜㅜㅜ 작가님 우리 호선이 행복하게 해주세요 ㅠㅠㅠㅠ 봉원이랑 이경이두...ㅜㅜㅜㅜ
685,와 ㄹㅇ 내가 본 웹툰중 ㄹㅇ 개띵작이다 소년만화처럼 막 우정파워 이딴것도 없고 우연의 일치 이딴거 없이 이거 보면 걍 모든스토리가 어그로 없이 근거가 있어서 독자들이 그럴싸해하며 납득할 수있음  ㄹㅇ 작가가 큰그림 그리는 것 같다
686,와 양도운ㅋㅋㅋㅋ 이거진짜 안되겠는데요 나라가 다 양씨가에넘어가게생겼네 진짜 홍련은 양씨가를견제할수밖에없을듯 호위도 다양씨쪽이면 수틀릴때 도운이 홍련암살명령이라도 하면 답이없네요 빨리 양씨가를견제할 오로지 홍련이 최우선인 홍련편세력을 키워야되겠어요 
687,이다영은 진짜 예나 지금이나 싫다
688,저 마스터 부인 눈썰미가 장난이 아닌 듯 하다... 솔직히 저 프로젝트도 에이바 아니였으면 참가 했을지 안했을지도 몰랐는데 그걸 단번에 꿰뚫어보네 어휴 우리 법사님 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
689,"탁무이 스토커가 주다홍이고 일부러 따라온것같은데ㅋㅋㅋ
다짜고짜 언니라 부르면서 안쪽에 앉는다고 하면 나같아도 기분나쁠듯
둘이 되게 안맞을것같은데 댓글들 머징ㅋㅋ나만 이상한가요?"
690,"근데 길몽, 흉몽중에서 고르랬으니 좋은일도 있다는거네? 설마 길몽 골랐는데 꽝이구나 이러진 않을거 아니야"
691,무모협지 광고 돌았나ㅋㅋㅋㅋㄱㄲ
692,근데 허조교 적반하장인건 맞지... 나같으면 그냥 신고하고 감방 넣었음.....
693,형님은 몇마리를 흡수하신겁니까;;
694,이거 드라마 된다고 해도 제발 시나리오 안건들였으면...강남미인꼴 안됬으면 좋겠다고....왜 명작을 망칠꺼면 그냥 안만드는게 나을수도
695,린다가 알파시에 있어서 교황이 엘사에게 해답을알고싶으면 알파시로 오라고 했나보네요!
696,이게 왜 top3 안드가냐
697,이런 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 얜 뭐 이렇게 말이 거칠어ㅋㅋㅋㅋㅋㅋㅋㅋ 사랑세포가ㅋㅋㅋㅋㅋㅋ
698,"ㅋㅋㅋㅋㅋㅋ그래 설아 남친 자랑 빡세게 해줘야지
변했으니깤ㅋㅋㅋㅋㅋㅋ"
699,허조교 결국 저걸 말해버리네 저러면 유정도 허조교가 학생 카드훔쳐썼다고 말하고다녀도 할말없지않나
700,아니 우리 유리 왜 못까서 안달이야 얘들아...?
701,이 화 설이는 너무 불쌍해
702,인호 삽질을 진짜 좋아했었는데..ㅋㅋㅋㅋ
703,허류ㅠㅠㅠㅠ어린이 홍시혜성이다ㅠㅠㅠㅠ
704,안고간것보다 구급차 불러서 삐뽀삐뽀 거렸으니까 누가 같이 갔냔데 재현이가 도은이한테 전화해서 동아리선배가 따라갔다했으니까 유연이네요 ^^ 유연파로써 뿌듯함니다
705,중열이 친구 의리있다 ㅜㅜ 내 번호 함부로 알려주는거 싫은데 안알려주네~ 왜 중열이가 쟤네한테는 연락하는지 알것 같네 ㅜㅜ 이젠 우락이보다 훨씬 믿고 의지하는거...ㅜㅜ 슬픈데 잘됐기도 하고... 어휴 ㅜㅜ
706,춘배 위한다면서 저러는거 사생이랑 뭐가 다르지 불길한데 조만간 춘배야인지 뭐시기가 일낼거같다
707,크으으 카리스마!!!좋아 저년 아주 탈탈 털어주세요 단장님
708,1주일 줄테리까 빨리 지나가라 시간아
709,진짜... 대학생 되고보니까 유정이 얼마나 홍설 좋아했는지 알겠음 학점도 다 채웠는데 일부러 계절학기?????? 참사랑 아니면 불가능해..... 아니 참사랑이래도 어떻게 저래요.....
710,와 정년이 어머니 얼마나 대단하길래 다들 그렇게 부르나 했는데 진짜 클라스가 달랐구나... 왜 지금은 소리 안 허구 사시는지요 어머니...ㅜㅜ 알수가없다 소리해달라니까요
711,하 존나 잘생긴 설이봐서 참는다
712,근데 형은 왜 왕궁에서 안살고 나와서 사는걸까요? 부모님은 왜 형의 존재를 숨긴건지 이해가안가네요 뭐 추방이라도 당한건가?
713,찍는게 문제가 안생겨?ㅋㅋㅋ 애초에 도촬이 범죈데
714,센 아무리 군인이래도 성수 안먹고 어떻게 인간의 몸으로 올리비아하고 싸움이 성립되고 사제들을 학살하는거지..
715,오해였어!!!!오해라고!!!
716,차라리 이무기랑 강유가 잘되게 해주세여... 산신령 갈 수록 관심도 안주는거 같고 자기가 아끼는 자연도 마지막에 무섭게 지나가고... 그와중에 무심은 귀여운데 차라리 이무기 강유가 좋습니다..
717,나는 지금 좀 불안한게....1부 부제가 '빼앗기다'잖음?? 꼭 뭔가 일이 터질 것 같아서 불안함. 나연이는 다정이 졸업하면 철수랑 셋이 살자 그러는데 이거 꼭 사망 플래그같고....다정이가 이렇게 쉽게 그림배우고 인생이 좀 풀릴만해질 때 나연이한테 무슨 일이 생기던지 해서 애들 보호 못해주고 더 시궁창 떨어질까봐서 무서움ㅠㅠㅠㅠ아버지란 인간이 너무 또라이같아서ㅠㅠㅠ
718,뭐야 사귀는거아니었어?
719,저 대두는 초기에 나왔던 백냥짜리 아님?ㅋㅋㅋ
720,팩트 폭력 지렷다
721,아 진짜 인호 짠해서 어떡해... 눙물 날라 그런다 진짜ㅜㅠㅠㅠㅠ
722,인호는 정말.. 아무리 어릴때라지만 특유의 무심함과 막말로 여기저기서 맞을 짓 하고 다녔네요ㅋㅋ 인하한테도 그렇고 저 피아노 친구한테도 그렇고ㅋㅋㅠㅠ 그걸 아니까 인하를 버리지도 못하는거겠지 죄책감에 쩌들어서ㅠ
723,제씨에 임수 ㅋㅋㅋ 그럴듯해.. 그럴듯하면 안되는데 그럴듯해 ㅋㅋㅋㅋㅋㅋㅋ
724,"태호네 친형이 태호인척 하고 나온 줄,,"
725,설이만큼 눈치있지가않아서 뭔일인지 모르게따
726,형아 아닌데 왜신나ㅋㅋㅋㅋㅋㅋ큐ㅠ 몽충하고 귀여워라
727,혜선이가 저렇게 울고있는건 자기도 식욕을 억제할 수 없으니까 일을 저질렀고 결국은 사랑했던 사람을 잃게된거같네요
728,와... 미쳤다. 랑또는 미친 작가야
729,문을 열고 들어오는 이경이를 끊임없이 되뇌이던 시절이 있었던 호선이와 그 시절의 호선이를 찾아가 안아주는 상상을 하는 이경이ㅠㅠ 그리고 비 맞고 다니지 말라는 봉원... 나도 이경이처럼 갈림길에서 이도저도 못하게 됐다 마음이 넘실거려 정미 빼고 누구 하나 미운 사람이 없어 저 얌전히 다음편 기다릴게요...
730,우리 무이 손 어떡해......... 손 빨개지는 그 순간부터 설마 피나는거 안겠지 했는데 설마가 사람 잡는다고...피를 보고........
731,소싯적 수많은 판타지를 섭렵했으나 도대체 이 만화는 얼마나 스캐일이 큰건지 감도 안잡힌다. 부디 작가가 포기하지 않고 끝을 내주기를.... 그러려면 사람들한테 더 알려져야 할텐데... 봤으면 댓글 한줄 그리고 별점이라고 남기고 가면 좋을것 같다.
732,넬한테 상처내면 넌 나한테 뒤진다
733,패치가 디스하면 디스패치.
734,너무해ㅋㅋㅋㅋㅋ 그냥 어글리후드인거 밝히지..
