,high_comment_True
945,"가스파드님사랑해요
저선얼부터봤는데 너무재밌어요 ㅠㅠㅠ 사랑해요작가님"
946,산신제에 파스타랑 피자랑 샐러드가 있어ㅋㅋㅋ 
947,저 친구들 말이 맞긴 해요..세상에 이무기는 없지만 사이비는 많으니ㅠ
948,머리좋은애들끼리 저러니까 호흡잘맞는닼ㅋㅋㅋ 설이 바로 유정 불러서 시선 끌어주는거봐
949,설이는 기다리지 않긔!!
950,나도 비나가 은파 도와줘서 친해진건줄 알았는데 우리 멋진 은파가 혼자 레이드 뛴 얘기였엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ비나 반응도 진짴ㅋㅋㅋㅋㅋㅋㅋ귀찮아도 별일 없으니 신경안쓰고 오늘은 우리집이 아지트야? 한마디로 끝내고 아 진짴ㅋㅋㅋㅋㅋㅋㅋ 애들 너무좋다 진짜
951,"버일러는 다른말로 패륵 이라고도합니다.
패륵이란 고대중국요괴 중 하나로서 작중에서는 변종호랑이 추이의 상위등급 변종입니다. (영물로 표현되기도함)
패륵의 생김새는 바다거북이와비슷하나 그힘은 태산을 가를정도로 강하며, 거북이와달리 꼬리가 길어 그형상은  4방신수중 하나인 현무를 연상케한답니다
패륵은 옛 항마전에서 흰눈썹세력 / 영응왕세력 외에도 또다른 세력이 있음을 암시하는 존재입니다.
무커의 속성은 땅을 연상케하며, 패륵의 속성은 물입니다. 흰눈썹세력의 성질과 맞지않죠.
영응왕이 패륵을 견제하기위해서 무커를 만들었다는 의미는 '물의 극인 땅으로서 견제한다' 라고 볼수도있겠네요
(작중 무커의 성질은 물이 아니라 땅입니다)"
952,구봉이 울먹울먹 하는거 너무 귀여워....
953,부 머리 잘아서 팔아ㅇㅅㅇ창조경제
954,"서울소방학교 109기도 오늘 졸업식입니다
졸업 축하드립니다 ^^ ㅎㅎ "
955,"나도 좋아한다는 걸 몇년에 걸쳐 알았음. 한번 아니까 다음 사랑은 더 빨리 깨닫고, 그 다음은 더 빨리...."
956,저런 수상해 보이는 파티에 순주가 오긴 온데?
957,왼손이 하는일을 오른손이 알아버렸다
958,계선우 진심이야 헐
959,구휘 간지보소 크
960,아니 학점 다 채우고도 계절학기 신청한 것부터가 세기의 사랑인데 계절학기 끝나고도 과사에 출근 도장을 찍었다? 세상에 둘도 없는 트루 러브
961,"둘 사이가 예전보다 더 다정해진게 느껴진다 바름이가 이렇게 계속 유연이 신경쓰게 되고 그러면 좋겠어욥,,, "
962,우와 유정 그걸 또 바로 알아차리네 ;;;;
963,그니까 그래!!!!!!홍설이 혼자하는게 맘편하다고 말한 컷에서 유정이 놀란것도 자기도 그러니까!!!둘다 똑같은걸 알았으니까!!!!아악 이 화 레전드다 대박적 미친
964,"멸치: 먹어.
지은: 예?
멸치: 먹으라고."
965,윤지후 쫄았냐에서 빵터졌어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 표정봐ㅋㅋㅋㅋ
966,그런데 영매사... 지금까진 가볍게 나왔지만 정말로 위험한 일이긴 한가보다... 저렇게 어우; 막 사람을 이빨로 뇸뇸 뜯어먹는 귀신을 맨몸으로 상대하고... 여러분 우리 다같이 귀여운 영단이를 생각하며 외쳐봅시다 영연은 진짜 구제불능이다
967,ㅋㅋㅋㅋ용궁 이제 YG로 안쓰네ㅋㅋㅋ
968,주인도 혼자있을수 있어야해요
969,그래도 혜진과 제임스는 사랑이 아니어도 신뢰된 부부가 되길 바랍니다
970,유연 볼 발그레 개미친 발린다 작가님 사랑해요
971,그래도저거 안뺏겼네 ㅋㅋㅋ
972,내려도 끝이없었으니 별점 10점드리죠
973,인생이 편한놈이라고 욕하기엔... 쟤가 수석이라는거...ㅎ 까먹지 말자아...
974,"대학가는 분들 손민수같은애가 나타난다면 어케 대처해야할지 설이 보고 배우라는것도 있지만 자기도 모르게 손민수가 될수도있다는것도 잊지말아야함
동경하는사람을 보면 동경하는 사람과 똑같이 되고싶다. 나도모르게 따라하는거 진짜 의식안하고 저지를수있으니까 손민수도 처음엔 설이가 입은 옷이 이쁘니까 자기도 사고 친해지고싶으니까 그랬던거 처음엔 다들 가벼웠음"
975,얘네도 자아가 생기는 건가
976,내쿠키는 다 유연이꺼야
977,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
978,산삼이 카톡 이모티콘 원합니다.
979,크로덴의 킹(성황) 메이커 vs 패륜왕의 킹(백성) 메이커
980,정보) 미슐랭은 3별이 만점이다.
981,ㅋㅋㅋㅋ콧구멍에서 나오는 바람도아니고 이산화탄소랰ㅋㅋㅋㅋㅋㅋㅋㅋ겁나 과학적이야ㅋㅋㅋㅋ
982,산삼 귀여워 미치겠음ㅋㅋㅋㅋㅋㅋㅋㅋ 입벌리고 자기가 알아서 들어가는거봨ㅋㅋㅋㅋㅋㅋㅋ
983,"ㅋㅋㅋㅋㅋㅋㅋ
이거 본편 연재 때 유행어 ""단언컨대 ~는 ~입니다"" 이거였어가지구ㅋㅋㅋㅋ 이 화 베댓 ""단언컨대 ㅗ는 가장 완벽한 문자입니다"" 였나? 암튼 이랬던 걸로 기억함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 마지막 문자 통쾌"
984,"색시하다고 하신분 누굽니까!!
칭찬 합니다. 격하게 인정하겠습니다."
985,"유정 홍설한테 명함 달라고 말하는 말투 ;부탁도 아니고 명령하는거봐
홍설이 진짜 착한듯..."
986,줄리아 멋있다 진짜 애들 친한척할때 너무 사이다..ㅠㅠㅠ 그리고 무엇보다 어글리후드 마스코트 에리얼 안죽어서 다행이다 ㅠㅠㅠ 에리얼 너무 귀엽고 네임리스 생체실험 너무해..ㅠㅠㅠ
987,ㅋㅋㅋㅋㅋㅋㅋㅋ 의심되니깐 먼저 먹이는 것봐
988,홍화.. 사랑한다.. 내 동년배들 다 홍화 판다..
989,그러니까 이게 데뷔무대잖아ㅋㅋㅋㅋㅋ
990,"오늘 내용이랑 관계 없지만 제목과 썸네일의 의미를 생각해봤는데요 구름은 도운이고 꽃은 홍련 이게 홍련이란 꽃을 강한 햇볕(왕,세자 같은 권력자들)에게서 지켜주고 가르침을 주면서 잘자라게 키워주지만 구름이 너무 많아지면(도운의 권력강화) 먹구름이 되고 비가 많이 내리면 호우가 되고(도운과의 정치싸움) 썸네일에 백한이 옷으로 가려주는게 비(도운으로 인한 시련)를 막아주는 연출 그리고 마지막에 스승이라고 할수 있는 도운을 넘어섬으로써 진정한 여왕이 된다는 의미에서 구름이 피워낸 꽃 같아요"
991,셰프 스토커 아닌 듯 그냥 어렸을적에 아빠한테 음식으로 인정 못받았던 그게 아직까지 남아있는 것 같음 그래서 자기 음식 맛있게 먹어준 유일이한테 관심주는 듯
992,그림체 볼때마다 너무이뻐요..0
993,오늘 이 편 보고 좋아하는 사람에게 맘껏 표현하고 싶어진다.. 나도 좋아하는 사람에겐 특별한 사람이었으면 좋겠어ㅠㅠ 유연아 그 마음 나도 이해한다
994,와 진짜 ㅂㅌㅂ 이민혁인줄
995,지어낸 말 같죠? 저리 우는 개도 있더라구요. 예를 들어 술먹은 저의 모습...
996,용비엄청 멋지네.. 저때 대장이 금송아지만 얘기했다면 살수있을텐데
997,검성이 똑같이 칼 나무에 박아넣는거 봐ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ진짜 둘 다 성격 더럽구나ㅋㅋㅋㅋㅋㅋㅋㅋ
998,어윽 눈 찌를 때 내 눈 만져봤음
999,벤자민 아직도 트라우마 있나보네... 수면총만 쏘는 이유가 있었구나ㅠㅠ
1000,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 백인하 ㅋㅋㅋㅋㅋ ? 아직 안쳤는데.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기네
1001,유정이 화내는데 찝찝했던 이유를 이제 알거같음 고백할때도 그렇고 유정은 계속 설이한테 숨기는거없이 털어놓으라하는데 막상 자기는 설이한테 말해야할것도 숨겼음 아마 그동안 사람들과의 관계에서 신뢰를 못가져서 그런듯.. 그래도 이번엔 설이가 먼저 터트려줬으니 이번을 계기로 유정도 뭔가 바뀔듯 설이 차에서 내린다음 표정 미묘한거 보니까
1002,아놬ㅋㅋㅋㅋ헥토파스칼 킥ㅋㅋㅋㅋ여기서 나올 줄이얔ㅋㅋㅋㅋ
1003,캬 서세이를 깜과 동시에 구웅을 칭찬했다... 기냥 죽여주네
1004,간쌤 안경벗은거 잘생겼어ㅠㅠㅠㅠㅠㅠㅠ
1005,자기 관련된거 빼고 눈치 제일빠른듯
1006,고시원에 왕눈이들 사는 거만 보다가 이런 사람들 보니까 행복하다
1007,아닠ㅋㅋㅋㅋㅋ태홐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ혜성잌ㅋㅋㅋㅋㅋ취햇땈ㅋㅋㅋ취해써 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1008,ㅋㅋㅋ솔직히 자물쇠 맨손으로 흐이짜 할때부터 정상적인사고를 가진인간이면 도망가야지ㅋㅋ
1009,단아야 곧 네남자가될 국견우귀다 어서 볼수있게되길
1010,이 웹툰을 알게 된건 우연이었어요..하루 하루 고통속의 나날들을 보내다가 인터넷에서 좀 힘든걸 검색하게 됐는데 댓글중에 이 웹툰을 보는거 어떠냐는 내용이 있었어요.그래서 지푸라기라도 잡고 싶어서 봤던건데 세상에서 제일 힘든것 같은 나보다 고통스럽고 힘든일을 겪은 사람들의 이야기..를 보면서 그 고통을 이해하고 공감해주는 좋은 사람들의 마음을 느끼면서 나도 살아가야겠다 라는 생각을 하게 되었어요.아직 자신 없지만 어느 누구나 크고 작은 고통들은 가지고 있잖아요 그걸 어떻게 극복하고 이겨내느냐의 차이도 있고..전 십년넘게 우울증을 겪고 있지만 그래도 느끼는건 결국 깨닫는건 포기하기 싫다는거에요.내삶을.나를. 저는 소중한 사람을 잃는 아픔을 알아서..그 고통을 제 소중한 사람에게 느끼게 하고 싶지 않아요 바보같지만 .. 내 스스로 삶을 포기하면 그 사람과의 인연의 실이 끈어진다는 말 그냥 말뿐이겠지만은 그 말 덕분에 좀 더 생각해볼수 있었어요.저 때문에 사는건 아니지만 아직은 그렇지만
1011,과학 적성의 이해라고 읽었는데 과학적 성의 이해....
1012,홍련이 진짜 표정이 없어진 것 같아..무엇에도 휘둘리지 않는 홍련 전하 사랑해요..그 와중에 도운..도운은 이제 빠지는 타임인가..?
1013,"침대 넓은데....... 한나는 악마에게 그렇게 말했다
악마는 당황하며 “고객의 보안을 지키는건 나의 의무야!!”라고 말하며 손을 뿌리치려했다. 그러나 한나는 손을 더욱 강하게 움켜쥐며 “보안을 지키려면 항상 곁에 있어야하는거 아닌가요? 어서 이리로 오세요”라고 말하며 악마를 끌어 당기며 침대로 당했다. 그리고 악마와 한나는 서로 키스를 하며......"
1014,"조만간 영노랑 순주한테 트러블 하나 생길거같네요ㅠㅠ
의심이 커져 갈등이 커지거나 비늘있는걸 들킬 수도 있을거같고..아님 수컷 남자인걸 들킬 가능성도.... 염두해야 할 듯.?"
1015,보면서 딱 주임 분 같았는데 역시나... 외모지상주의에 미친 헬조선...
1016,여기서 주목할점은 용비의 몸상태는 만신창이에서 시작된겁니다
1017,아 진짜 얘들아ㅜㅜ 너무 귀여운거 아니ㅣ니ㅜㅜㅠㅜ
1018,족보로 인해서 그동안 정이가 다른 사람들이 의도를 갖고 접근하는 걸 설이가 그대로 느끼겠네 
1019,둘이 각성 제대로 하는 날에 세계평화가 찾아올듯
1020,이 장면 볼라고 내가 쿠키 300개를 구운건가 인생 다 살았다
1021,다른 건 다 되는데 유전적 한계에 부딪혀서 고개 숙인 거 너무 웃겨 죽음..
1022,와... 나도 유정이 저 상황에서 사진 찍고 가만히 있었던 건 줄 알았는데 다시 보니 인하가 사진 찍고 국수 먹고 정이한테 폰 준 거였구나... 정주행 다시 하니까 안 보이던 게 보이네요 와 떡밥이랑 주변 상황 설계랑 너무 천재 같다...
1023,마! 니 여친잇나! 
1024,유미는 진짜 웅이 많이 좋아하는구나.사소한데에서도 웅이 생각 먼저...
1025,으아앙ㅠㅠ 크레센트..ㅠㅠ 넘 이쁜데.. 이렇게 죽다뇨..(흐규흐규) 인제이 죽이러 가실 분들 모집합니다!(1/999999999999)
1026,난 때린이유가 궁금하다오
1027,"적장인 왕야는 달리는 길의 끝에 사지가 있는 줄 알면서도 동료들과 함께 달려나갔고, 용비 자신은 동료들만 사지에 몰아넣고 살아남아 버렸죠.. 평생을 악귀로 살아왔던 용비는 자신의 손으로, 자신에게 목숨을 맡기고 희망을 쫓던 동료들을 죽게 만든거죠.. 무엇보다 용비와 대비되는 입장의 적장 왕야의 연출이 인상깊습니다."
1028,진짜.... 유정에게 있어서 인호보다 영향을 크게 미친 사람이 있을까 오랜 시간동안 시끄럽다고 느끼면서 숨막혔는데 백남매 덕분에 크게 웃어보기도 하고 가장 가식없이 대했는데... 지금도 가장 가식없이 대하겠지 그 태도가 달라졌을 뿐이고 너무 안타깝다 오해를 푼다해도 그 사이에 갈라진 틈이 한없이 깊고 넓어져서 틈 너머에 있을 상대가 보이긴 할까
1029,"유정 선배 여친이랑 싸우고 손민수한테 화풀이하죠~?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
바람직한 화풀이야...☆"
1030,아아아ㅏㄴ나큐 ㅠㅠㅠ 화났는뎅 귀엽게 할껀다해 ㅠㅠㅠ ㅠㅠ
1031,난이제 땡전이 잘안나올거라는게 슬프다
1032,아니 근데 황제 너무 쉽게 가네;;;; 홍련 황제 되는 건 이 만화 후반부나 끝은 될 줄 알았는데 겁나 빨리 되겠다 wow
1033,인호도 우는거 너무 서러워보이고 안쓰러워서 마음아프다.. 설이가 우산씌워줄때랑 겹치는것도 슬프고.. 관계가 그만큼 바뀌었단거겠지
1034,류 치우니까 이번엔 너니..;
1035,유미야 네가 제일이야
1036,가족들 사이가 참 좋은거 같아서 부럽네요 츄카피님
1037,신우 볼 빨개지는거봐 졸귀다♡
1038,"12화에 할아버지와 남자대사에서 10년전 강남한테 뭔가 씌인것같은 현상이 있었다고 나옵니다.
->그 대상이 바로 강남의 형.
씌인것은 초록눈
그리고 초록눈을 죽이기 위해 고용된 조직의 킬러들이 일가족 살해하고 집을 불로 태웁니다.
이때 형에 깃들였던 초록눈이 강남에게로 오고 형의 영혼은 깜장이가 되어 강남을 지켜주는것 같네요. 전편 다시한번 읽고 온 결과 초록눈과 깜장이가 그렇게 불구대천의 원수처럼 적대하지는 않은걸로 보아 형은 어느 실험으로 인하여 초록눈이 빙의된 시절 초록눈에게 굉장히 도움을 받았으나 그로 인해 부모님이 죽게 되고 자신의 동생에게 초록눈이 옮겨가자 자신과 같은 불행을 막기위해 깜장이가되어 행동하는것처럼보여집니다. 이 추측대로면 작가의 말과 저 형과 초록눈의 웃음이 비슷하다는것 둘다 성립가능해요."
1039,슬슬끝날거 같았는데 보너스있어서 기분좋아짐 헤헿
1040,그래 그냥 사실대로 말해버리는게 낫다ㅋㅋㅋㅋㅋㅋ진실은 언젠가 밝혀지는법!
1041,올때 베댓들이 실사판 갖고오랬더니 애들 그림체가ㅋㅋㄱㅋㅋㄱㅋㅋㅋㅋㅋㅋㄱ 걍 동네 아저씨들이 메로나까먹는 이 느낌ㅋㅋㅋㅋ
1042,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미치겠닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
